1,7387392,574.376,,
4,7411475,823.651,,
4,7424905,1880.299,,
1,7428323,83.345,,
8,7470039,1825.864,,
3,7476521,447.249,,
9,7507562,118.4,,
11,7528812,3377.261,,
1,7555557,619.573,,
10,7560741,2712.576,,
1,7586496,656.559,,
8,7590179,2851.978,,
1,7616672,664.889,,
6,7625090,2377.685,,
1,7651340,590.491,,
6,7660635,2150.461,,
1,7686961,613.876,,
6,7695019,2357.661,,
1,7726580,308.499,,
7,7732385,2601.759,,
1,7759755,624.253,,
5,7764229,1119.293,,
3,7764134,9.487,,
9,7818930,2857.22,,
1,7845429,572.38,,
8,7850193,2743.435,,
1,7876207,611.381,,
6,7883246,2501.089,,
1,7909109,626.489,,
5,7919418,2185.359,,943.580665935642
1,7949271,228.097,,
7,7954319,2699.584,,
1,7981315,635.375,,
5,7992108,2142.776,,
1,8017614,675.149,,
5,8041008,884.323,,
4,8052710,2065.824,,
1,8078425,643,,
6,8081924,2019.977,,
1,8121511,110.099,,
9,8120780,3254.359,,
1,8146866,699.569,,
6,8154263,2490.048,,
1,8179920,652.47,,
4,8193082,1891.755,,
1,8222431,293.892,,
6,8230190,2167.218,,
1,8230156,3.2,,
8,8284336,1498.467,,
4,8298809,1788.037,,
3,8314837,1664.346,,
3,8331059,1608.88,,
3,8347848,1547.259,,
2,8368542,1164.014,,
4,8380290,2033.584,,
1,8404386,654.614,,
5,8416972,2133.412,,
1,8442038,715.486,,
5,8452295,2194.413,,
1,8477824,672.885,,
5,8487143,2268.473,,
1,8500612,364.431,,
6,8524023,2414.909,,
1,8526461,39.847,,
8,8565471,2277.292,,
1,8591136,654.37,,
6,8597604,2580.603,,
1,8623411,644.155,,
5,8633383,2220.159,,
1,8658629,689.483,,
5,8670789,1973.446,,
1,8696630,670.021,,
5,8707926,2265.894,,
1,8733471,654.833,,
5,8742844,2272.041,,
1,8762269,464.091,,
5,8762158,10.998,,
8,8818861,1667.854,,
4,8832413,1862.738,,
4,8846141,1845.156,,
3,8862012,1630.874,,
3,8879078,1516.434,,
3,8894431,1439.959,,
3,8894342,8.8,,
9,8928908,3340.631,,
1,8954425,655.047,,
6,8960696,2600.925,,
1,8984691,635.468,,
4,8999190,1951.455,,
1,9025050,644.085,,
4,9040021,1717.65,,
1,9065651,668.982,,
5,9075704,2199.173,,
1,9104790,335.696,,
7,9107735,1650.607,,
2,9107668,6.491,,
10,9160020,2670.865,,
1,9185837,637.096,,
8,9185503,3251.267,,
1,9210864,679.132,,
6,9216633,2638.173,,
1,9242364,653.67,,
4,9255779,1871.664,,
1,9281466,650.576,,
4,9295736,1795.686,,
1,9321888,611.783,,
5,9330547,2359.693,,
1,9355865,696.964,,
5,9365984,2212.179,,
1,9373500,248.607,,
6,9412033,1640.149,,
2,9432606,1174.812,,
4,9445779,1907.053,,
1,9471531,647.379,,
6,9479181,2238.498,,
1,9507539,12.092,,
9,9512761,3380.333,,
1,9538331,672.577,,
5,9548903,2160.182,,
1,9573636,642.247,,
4,9579602,991.173,,
4,9623541,641.791,,
6,9629132,2652.618,,
1,9655410,691.278,,
6,9664446,2314.686,,
1,9690325,637.753,,
6,9697692,2480.958,,
1,9700200,84.494,,
7,9738201,2370.828,,
1,9763510,683.007,,
6,9770228,2543.306,,
1,9796088,626.088,,
5,9805080,2321.098,,
1,9830340,690.889,,
4,9853733,875.427,,
4,9861731,1637.982,,
2,9901533,137.288,,
8,9901304,3224.14,,
1,9927265,628.291,,
6,9934892,2444.554,,
1,9960093,700.969,,
5,9970065,2212.934,,
1,9995545,668.312,,
4,10006569,2008.317,,
1,10034459,671.354,,
4,10047841,1887.667,,
1,10073866,620.86,,
5,10081978,2345.886,,
1,10112522,314.281,,
6,10119515,2340.166,,
1,10119483,3.099,,
8,10155599,3087.394,,
1,10181295,634.27,,
5,10191292,2217.042,,
1,10216701,667.269,,
4,10229318,1949.944,,
1,10242728,325.075,,
6,10269226,2179.583,,
1,10294792,663.374,,
5,10304948,2202.284,,
1,10330833,647.177,,
5,10340738,2101.22,,
1,10371696,299.274,,
7,10375716,2806.485,,
1,10400001,668.201,,
5,10407975,1641.264,,
1,10407943,3.097,,
8,10465706,1659.138,,
3,10482000,1593.336,,
4,10494429,1986.011,,
2,10515345,1115.343,,
5,10522956,2449.392,,
1,10548486,636.606,,
5,10560210,2097.313,,
1,10587548,596.722,,
5,10598718,2102.946,,
1,10623854,681.483,,
5,10633797,2393.655,,
1,10640951,164.543,,
7,10694888,276.114,,
8,10698020,2898.869,,
1,10723200,621.094,,
7,10729282,2699.577,,
1,10757088,629.789,,
6,10761777,2749.626,,
1,10787564,644.388,,
4,10800841,1895.47,,
1,10826739,637.83,,
4,10839079,1638.775,,
1,10839050,2.796,,
8,10891402,1829.076,,
3,10906526,1711.544,,
3,10922256,1627.798,,
3,10939646,1479.958,,
3,10957108,1619.478,,
2,10977547,1179.342,,
4,10989604,2016.056,,
1,11013178,581.348,,
5,11039350,1077.855,,
4,11051536,1940.648,,
2,11051478,5.592,,
9,11086490,3046.371,,
1,11112293,647.492,,
7,11117560,2692.546,,
1,11143197,657.06,,
5,11154883,2043.849,,
1,11181000,609.896,,
5,11190659,2227.675,,
1,11217118,653.396,,
5,11221258,1410.22,,
2,11258957,909.592,,
5,11264596,1441.985,,
4,11291274,1820.468,,
2,11311030,1237.275,,
4,11322034,2120.885,,
1,11347412,679.124,,
5,11358117,2154.489,,
1,11386704,194.349,,
7,11392050,2869.032,,
1,11412631,553.88,,
6,11441343,81.67,,
8,11450902,3199.887,,
1,11476737,648.699,,
6,11484016,2494.026,,
1,11509729,645.089,,
5,11518900,2286.139,,
1,11544381,682.292,,
4,11556785,1898.703,,
1,11556754,2.999,,
8,11594995,3091.086,,
1,11620647,664.443,,
5,11630696,2223.698,,
1,11656321,663.973,,
4,11670837,1774.762,,
1,11696809,624.549,,
5,11705070,2404.923,,
1,11719349,404.422,,
6,11760306,564.339,,
6,11764168,2820.618,,
1,11790584,683.059,,
6,11797070,2567.092,,
1,11816009,463.463,,
5,11839575,1789.664,,
1,11865504,642.267,,
5,11875322,2225.929,,
1,11884389,255.034,,
7,11922244,1517.072,,
3,11938066,1646.754,,
3,11954704,1561.494,,
3,11971392,1541.133,,
3,11987600,1605.044,,
2,12008350,1154.384,,
4,12022048,1857.817,,
1,12048482,581.669,,
6,12054837,2503.208,,
1,12054804,3.197,,
8,12089049,3206.52,,
1,12115689,679.033,,
5,12124882,2294.561,,
1,12150828,623.251,,
4,12162590,2053.862,,
1,12188097,656.231,,
4,12201375,1901.712,,
1,12203240,59.17,,
7,12244245,2351.333,,
1,12270312,616.86,,
6,12276498,2604.837,,
1,12301901,670.762,,
5,12313511,2223.406,,
1,12329398,456.237,,
5,12329258,13.983,,
8,12402199,403.511,,
9,12401530,3324.776,,
1,12430622,305.563,,
10,12429088,3337.048,,
1,12455466,634.652,,
6,12461773,2588.205,,
1,12487258,669.534,,
5,12496350,2314.938,,
1,12522010,656.38,,
4,12533464,2066.886,,
1,12559117,644.45,,
4,12572342,1891.866,,
1,12598057,648.873,,
5,12608088,2213.791,,
1,12633826,650.79,,
5,12646131,1983.451,,
1,12672252,621.495,,
5,12679709,2460.014,,
1,12705154,664.733,,
5,12714763,2263.786,,
1,12729311,347.086,,
5,12759491,1626.331,,
1,12759470,3.799,,
8,12796658,2857.939,,
1,12821992,651.265,,
6,12830657,2543.885,,
1,12856124,677.416,,
5,12866422,2188.726,,
1,12891907,660.768,,
5,12901682,2241.39,,
1,12926834,695.276,,
4,12933253,1002.146,,
4,12974039,769.877,,
6,12980900,2526.804,,
1,13007021,611.589,,
6,13012088,1403.763,,
3,13054845,357.555,,
9,13051785,3601.212,,
1,13077242,687.996,,
6,13087664,2041.102,,
1,13114862,636.166,,
5,13122064,2486.861,,
1,13147998,614.358,,
5,13157090,2303.121,,
1,13182584,669.162,,
4,13194788,2000.477,,
1,13219511,639.583,,
4,13244447,946.942,,
4,13253108,1557.68,,
3,13292225,188.374,,
9,13291752,3221.878,,
1,13319200,566.989,,
7,13326105,2521.213,,
1,13352123,624.973,,
5,13361769,2244.299,,
1,13372996,270.47,,
6,13397514,2636.045,,
1,13398710,40.938,,
7,13436866,2478.998,,
1,13463002,619.731,,
6,13468017,2715.084,,
1,13494237,601.74,,
4,13505269,2114.727,,
1,13530701,670.143,,
4,13544583,1930.69,,
1,13570586,633.836,,
4,13584244,1850.104,,
1,13609834,664.393,,
5,13618810,2310.871,,
1,13636325,446.49,,
6,13661898,1752.892,,
1,13670012,193.921,,
8,13696129,95.314,,
10,13725456,3164.214,,
1,13750516,624.435,,
9,13750072,3357.529,,
1,13775709,665.897,,
6,13782398,2477.786,,
1,13809442,659.541,,
5,13817026,2461.465,,
1,13843011,630.75,,
4,13854343,1954.758,,
1,13881445,649.658,,
4,13893826,1985.957,,
1,13919634,640.662,,
4,13931254,2077.836,,
1,13943610,295.227,,
6,13964789,2791.474,,
1,13965217,17.376,,
7,14003147,2743.639,,
1,14028610,668.291,,
5,14040014,2077.214,,
1,14040557,11.19,,
7,14078856,2678.426,,
1,14104995,598.362,,
5,14113431,2381.844,,
1,14139186,641.017,,
4,14151617,1864.51,,
1,14177600,643.097,,
5,14191675,2144.278,,
1,14217367,652.283,,
5,14241663,785.641,,
5,14250477,2340.322,,
1,14275978,651.379,,
6,14281609,1716.73,,
2,14281555,5.395,,
9,14335819,2107.064,,
2,14357827,1130.457,,
7,14363864,2610.193,,
1,14389611,651.988,,
7,14390776,3086.73,,
1,14417026,710.493,,
5,14427368,2182.695,,
1,14453216,641.781,,
4,14466474,1905.183,,
1,14487507,531.399,,
5,14511133,1478.697,,
2,14539704,479.49,,
7,14541361,3053.466,,
1,14570735,274.709,,
7,14575428,2756.363,,
1,14600984,665.57,,
4,14614994,1830.888,,
1,14640393,672.111,,
4,14654707,1907.52,,
1,14679340,631.093,,
5,14703625,987.858,,
5,14708272,1211.745,,
5,14746134,1164.173,,
6,14752364,2595.743,,
1,14778257,627.425,,
7,14778758,3158.209,,
1,14804861,607.17,,
5,14813197,2392.812,,
1,14838910,651.468,,
4,14851530,1962.007,,
1,14867121,366.864,,
5,14896227,1768.442,,
1,14921967,644.565,,
5,14931543,2211.762,,
1,14936535,115.633,,
8,14977545,1865.126,,
2,14997824,1184.064,,
5,15007529,2224.985,,
1,15033782,605.585,,
6,15041509,2453.503,,
1,15067690,612.03,,
6,15072888,2348.366,,
1,15109143,26.869,,
8,15109442,3190.902,,
1,15134727,687.983,,
4,15147318,1838.875,,
1,15173173,624.887,,
4,15178876,947.626,,
4,15219156,1091.355,,
5,15227589,2368.064,,
1,15253864,595.372,,
6,15260722,2515.916,,
1,15286122,677.998,,
5,15290052,1116.309,,
4,15320025,1959.135,,
1,15346865,529.49,,
7,15355288,2373.277,,
1,15380755,628.542,,
6,15403991,1133.583,,
5,15412066,2400.79,,
1,15437596,660.09,,
6,15444398,2530.101,,
1,15445068,23.475,,
8,15499137,1122.044,,
5,15508514,2216.928,,
2,15529503,1203.16,,
5,15540421,2129.095,,
1,15565717,611.739,,
6,15574527,2457.111,,
1,15600284,637.576,,
5,15608953,2358.232,,
1,15635119,603.976,,
5,15643949,2329.54,,
1,15646422,69.138,,
7,15685434,2397.516,,
1,15711082,639.979,,
5,15722259,2103.47,,
1,15752117,225.094,,
7,15755646,2844.978,,
1,15781209,649.095,,
5,15789980,2337.278,,
1,15815580,663.672,,
4,15829168,1855.151,,
1,15852868,480.791,,
5,15875689,1317.881,,
3,15881899,644.942,,
7,15919759,1378.545,,
5,15927236,2542.331,,
1,15952506,695.899,,
7,15953214,3148.31,,
1,15978915,642.348,,
5,15989403,2114.139,,
1,16015226,681.485,,
4,16026243,2104.656,,
1,16051684,674.248,,
4,16062212,2052.952,,
1,16078228,388.562,,
5,16106216,1892.188,,
1,16122467,394.658,,
6,16146580,2194.257,,
1,16175732,305.478,,
7,16182788,2509.711,,
1,16209028,590.95,,
6,16211805,1839.372,,
2,16253069,351.371,,
8,16256812,2850.743,,
1,16282114,687.476,,
6,16291072,2318.728,,
1,16316868,628.276,,
6,16321665,1951.877,,
1,16361175,76.194,,
8,16360470,3297.292,,
1,16385858,680.481,,
5,16395903,2210.938,,
1,16421177,677.939,,
4,16435356,1790.386,,
1,16461043,646.094,,
5,16471363,2135.762,,
1,16498270,634.882,,
5,16502975,1096.059,,
4,16544714,825.958,,
6,16551161,2566.592,,
1,16576674,676.466,,
7,16579686,2913.358,,
1,16605144,672.178,,
5,16613780,2349.791,,
1,16639038,699.667,,
4,16639204,128.479,,
7,16676863,2571.688,,
1,16703425,647.03,,
6,16711599,2400.813,,
1,16714041,76.246,,
8,16751672,2427.988,,
1,16777606,628.748,,
6,16782087,2757.273,,
1,16807497,655.404,,
5,16814858,2573.96,,
1,16841025,607.225,,
4,16853007,1894.123,,
1,16880090,650.801,,
4,16893438,2040.005,,
1,16919739,590.279,,
5,16928232,2374.346,,
1,16931573,92.1,,
7,16970833,2117.906,,
1,17000985,328.299,,
7,17004329,2888.028,,
1,17030045,648.959,,
5,17039829,2249.609,,
1,17065328,671.347,,
4,17068511,501.239,,
5,17111589,1373.188,,
4,17123180,2051.988,,
2,17143612,1173.494,,
4,17154646,2055.446,,
1,17181319,655.508,,
6,17186072,2732.898,,
1,17211377,657.445,,
5,17222797,2346.076,,
1,17251928,297.474,,
5,17261573,2268.621,,
1,17287142,656.646,,
4,17291366,677.541,,
5,17332819,1258.308,,
4,17344352,1936.936,,
2,17367117,1176.911,,
4,17379105,2015.727,,
1,17401619,495.66,,
6,17426747,1313.155,,
4,17431443,892.528,,
7,17469649,1447.2,,
5,17478511,2329.858,,
2,17498245,1239.978,,
5,17509846,2054.895,,
1,17535380,654.869,,
6,17541631,2513.097,,
1,17568110,676.157,,
5,17577881,2247.326,,
1,17607009,296.175,,
6,17614156,2305.979,,
1,17641748,685.297,,
5,17650979,2449.972,,
1,17676672,653.281,,
5,17682898,1200.31,,
3,17723670,552.945,,
6,17731209,2465.246,,
1,17758411,505.069,,
7,17764380,2611.197,,
1,17770146,143.764,,
8,17807369,2106.257,,
1,17834197,619.397,,
7,17837537,2886.993,,
1,17862955,669.867,,
6,17869269,2592.776,,
1,17895650,571.179,,
5,17905535,2212.939,,
1,17930809,690.989,,
4,17940552,1862.106,,
1,17940525,2.7,,
7,17984243,2499.303,,
1,18009763,667.395,,
5,18018258,2283.837,,
1,18033132,365.385,,
6,18071734,1120.569,,
4,18084438,1955.489,,
2,18105209,1103.052,,
5,18116685,2207.881,,
1,18142931,598.518,,
6,18150320,2482.705,,
1,18150287,3.297,,
8,18186383,2981.47,,
1,18211948,671.637,,
5,18222887,2117.77,,
1,18248394,670.787,,
4,18262364,1815.626,,
1,18288106,646.44,,
5,18297837,2237.359,,
1,18299312,52.744,,
8,18335816,2619.595,,
1,18361426,659.447,,
6,18365795,1796.148,,
1,18404484,491.199,,
7,18406874,2976.486,,
